tactic,rule_name,title,rule_id,status,level,path,tags,techniques
collection,proc_creation_win_7zip_exfil_dmp_files,7Zip Compressing Dump Files,ec570e53-4c76-45a9-804d-dc3f355ff7a7,test,medium,rules/proc_creation_win_7zip_exfil_dmp_files.yml,attack.collection; attack.t1560.001,attack.t1560.001
collection,proc_creation_win_7zip_password_compression,Compress Data and Lock With Password for Exfiltration With 7-ZIP,9fbf5927-5261-4284-a71d-f681029ea574,test,medium,rules/proc_creation_win_7zip_password_compression.yml,attack.collection; attack.t1560.001,attack.t1560.001
collection,proc_creation_win_browsers_chromium_headless_debugging,Potential Data Stealing Via Chromium Headless Debugging,3e8207c5-fcd2-4ea6-9418-15d45b4890e4,test,high,rules/proc_creation_win_browsers_chromium_headless_debugging.yml,attack.collection; attack.credential-access; attack.t1185; attack.t1564.003,attack.t1185; attack.t1564.003
collection,proc_creation_win_browsers_remote_debugging,Browser Started with Remote Debugging,b3d34dc5-2efd-4ae3-845f-8ec14921f449,test,medium,rules/proc_creation_win_browsers_remote_debugging.yml,attack.collection; attack.credential-access; attack.t1185,attack.t1185
collection,proc_creation_win_esentutl_webcache,Esentutl Steals Browser Information,6a69f62d-ce75-4b57-8dce-6351eb55b362,test,medium,rules/proc_creation_win_esentutl_webcache.yml,attack.collection; attack.t1005,attack.t1005
collection,proc_creation_win_net_user_default_accounts_manipulation,Suspicious Manipulation Of Default Accounts Via Net.EXE,5b768e71-86f2-4879-b448-81061cbae951,test,high,rules/proc_creation_win_net_user_default_accounts_manipulation.yml,attack.collection; attack.t1560.001,attack.t1560.001
collection,proc_creation_win_powershell_audio_capture,Audio Capture via PowerShell,932fb0d8-692b-4b0f-a26e-5643a50fe7d6,test,medium,rules/proc_creation_win_powershell_audio_capture.yml,attack.collection; attack.t1123,attack.t1123
collection,proc_creation_win_powershell_get_clipboard,PowerShell Get-Clipboard Cmdlet Via CLI,b9aeac14-2ffd-4ad3-b967-1354a4e628c3,test,medium,rules/proc_creation_win_powershell_get_clipboard.yml,attack.collection; attack.t1115,attack.t1115
collection,proc_creation_win_powershell_snapins_hafnium,Exchange PowerShell Snap-Ins Usage,25676e10-2121-446e-80a4-71ff8506af47,test,high,rules/proc_creation_win_powershell_snapins_hafnium.yml,attack.collection; attack.execution; attack.t1059.001; attack.t1114,attack.t1059.001; attack.t1114
collection,proc_creation_win_powershell_zip_compress,Folder Compress To Potentially Suspicious Output Via Compress-Archive Cmdlet,85a8e5ba-bd03-4bfb-bbfa-a4409a8f8b98,test,medium,rules/proc_creation_win_powershell_zip_compress.yml,attack.collection; attack.t1074.001,attack.t1074.001
collection,proc_creation_win_psr_capture_screenshots,Screen Capture Activity Via Psr.EXE,2158f96f-43c2-43cb-952a-ab4580f32382,test,medium,rules/proc_creation_win_psr_capture_screenshots.yml,attack.collection; attack.t1113,attack.t1113
collection,proc_creation_win_pua_mouselock_execution,PUA - Mouse Lock Execution,c9192ad9-75e5-43eb-8647-82a0a5b493e3,test,medium,rules/proc_creation_win_pua_mouselock_execution.yml,attack.collection; attack.credential-access; attack.t1056.002,attack.t1056.002
collection,proc_creation_win_rar_compress_data,Files Added To An Archive Using Rar.EXE,6f3e2987-db24-4c78-a860-b4f4095a7095,test,low,rules/proc_creation_win_rar_compress_data.yml,attack.collection; attack.t1560.001,attack.t1560.001
collection,proc_creation_win_rar_compression_with_password,Rar Usage with Password and Compression Level,faa48cae-6b25-4f00-a094-08947fef582f,test,high,rules/proc_creation_win_rar_compression_with_password.yml,attack.collection; attack.t1560.001,attack.t1560.001
collection,proc_creation_win_reg_enable_windows_recall,Windows Recall Feature Enabled Via Reg.EXE,817f252c-5143-4dae-b418-48c3e9f63728,test,medium,rules/proc_creation_win_reg_enable_windows_recall.yml,attack.collection; attack.t1113,attack.t1113
collection,proc_creation_win_soundrecorder_audio_capture,Audio Capture via SoundRecorder,83865853-59aa-449e-9600-74b9d89a6d6e,test,medium,rules/proc_creation_win_soundrecorder_audio_capture.yml,attack.collection; attack.t1123,attack.t1123
collection,proc_creation_win_sqlcmd_veeam_db_recon,Veeam Backup Database Suspicious Query,696bfb54-227e-4602-ac5b-30d9d2053312,test,medium,rules/proc_creation_win_sqlcmd_veeam_db_recon.yml,attack.collection; attack.t1005,attack.t1005
collection,proc_creation_win_sqlcmd_veeam_dump,VeeamBackup Database Credentials Dump Via Sqlcmd.EXE,b57ba453-b384-4ab9-9f40-1038086b4e53,test,high,rules/proc_creation_win_sqlcmd_veeam_dump.yml,attack.collection; attack.t1005,attack.t1005
collection,proc_creation_win_sqlite_chromium_profile_data,SQLite Chromium Profile Data DB Access,24c77512-782b-448a-8950-eddb0785fc71,test,high,rules/proc_creation_win_sqlite_chromium_profile_data.yml,attack.collection; attack.credential-access; attack.t1005; attack.t1539; attack.t1555.003,attack.t1005; attack.t1539; attack.t1555.003
collection,proc_creation_win_sqlite_firefox_gecko_profile_data,SQLite Firefox Profile Data DB Access,4833155a-4053-4c9c-a997-777fcea0baa7,test,high,rules/proc_creation_win_sqlite_firefox_gecko_profile_data.yml,attack.collection; attack.credential-access; attack.t1005; attack.t1539,attack.t1005; attack.t1539
collection,proc_creation_win_susp_automated_collection,Automated Collection Command Prompt,f576a613-2392-4067-9d1a-9345fb58d8d1,test,medium,rules/proc_creation_win_susp_automated_collection.yml,attack.collection; attack.credential-access; attack.t1119; attack.t1552.001,attack.t1119; attack.t1552.001
collection,proc_creation_win_susp_copy_lateral_movement,Copy From Or To Admin Share Or Sysvol Folder,855bc8b5-2ae8-402e-a9ed-b889e6df1900,test,medium,rules/proc_creation_win_susp_copy_lateral_movement.yml,attack.collection; attack.exfiltration; attack.lateral-movement; attack.t1021.002; attack.t1039; attack.t1048,attack.t1021.002; attack.t1039; attack.t1048
collection,proc_creation_win_tar_compression,Compressed File Creation Via Tar.EXE,418a3163-3247-4b7b-9933-dcfcb7c52ea9,test,low,rules/proc_creation_win_tar_compression.yml,attack.collection; attack.exfiltration; attack.t1560; attack.t1560.001,attack.t1560; attack.t1560.001
collection,proc_creation_win_tar_extraction,Compressed File Extraction Via Tar.EXE,bf361876-6620-407a-812f-bfe11e51e924,test,low,rules/proc_creation_win_tar_extraction.yml,attack.collection; attack.exfiltration; attack.t1560; attack.t1560.001,attack.t1560; attack.t1560.001
collection,proc_creation_win_winrar_exfil_dmp_files,Winrar Compressing Dump Files,1ac14d38-3dfc-4635-92c7-e3fd1c5f5bfc,test,medium,rules/proc_creation_win_winrar_exfil_dmp_files.yml,attack.collection; attack.t1560.001,attack.t1560.001
collection,proc_creation_win_winzip_password_compression,Compress Data and Lock With Password for Exfiltration With WINZIP,e2e80da2-8c66-4e00-ae3c-2eebd29f6b6d,test,medium,rules/proc_creation_win_winzip_password_compression.yml,attack.collection; attack.t1560.001,attack.t1560.001
command-and-control,proc_creation_win_browsers_chromium_headless_exec,Browser Execution In Headless Mode,ef9dcfed-690c-4c5d-a9d1-482cd422225c,test,medium,rules/proc_creation_win_browsers_chromium_headless_exec.yml,attack.command-and-control; attack.t1105; attack.t1564.003,attack.t1105; attack.t1564.003
command-and-control,proc_creation_win_browsers_chromium_headless_file_download,File Download with Headless Browser,0e8cfe08-02c9-4815-a2f8-0d157b7ed33e,test,high,rules/proc_creation_win_browsers_chromium_headless_file_download.yml,attack.command-and-control; attack.t1105; attack.t1564.003,attack.t1105; attack.t1564.003
command-and-control,proc_creation_win_browsers_inline_file_download,File Download From Browser Process Via Inline URL,94771a71-ba41-4b6e-a757-b531372eaab6,test,medium,rules/proc_creation_win_browsers_inline_file_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_certoc_download,File Download via CertOC.EXE,70ad0861-d1fe-491c-a45f-fa48148a300d,test,medium,rules/proc_creation_win_certoc_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_certoc_download_direct_ip,File Download From IP Based URL Via CertOC.EXE,b86f6dea-0b2f-41f5-bdcc-a057bd19cd6a,test,high,rules/proc_creation_win_certoc_download_direct_ip.yml,attack.command-and-control; attack.execution; attack.t1105,attack.t1105
command-and-control,proc_creation_win_cloudflared_quicktunnel_execution,Cloudflared Quick Tunnel Execution,222129f7-f4dc-4568-b0d2-22440a9639ba,test,medium,rules/proc_creation_win_cloudflared_quicktunnel_execution.yml,attack.command-and-control; attack.t1090.001,attack.t1090.001
command-and-control,proc_creation_win_cloudflared_tunnel_cleanup,Cloudflared Tunnel Connections Cleanup,7050bba1-1aed-454e-8f73-3f46f09ce56a,test,medium,rules/proc_creation_win_cloudflared_tunnel_cleanup.yml,attack.command-and-control; attack.t1090; attack.t1102; attack.t1572,attack.t1090; attack.t1102; attack.t1572
command-and-control,proc_creation_win_cloudflared_tunnel_run,Cloudflared Tunnel Execution,9a019ffc-3580-4c9d-8d87-079f7e8d3fd4,test,medium,rules/proc_creation_win_cloudflared_tunnel_run.yml,attack.command-and-control; attack.t1090; attack.t1102; attack.t1572,attack.t1090; attack.t1102; attack.t1572
command-and-control,proc_creation_win_cmd_curl_download_exec_combo,Curl Download And Execute Combination,21dd6d38-2b18-4453-9404-a0fe4a0cc288,test,high,rules/proc_creation_win_cmd_curl_download_exec_combo.yml,attack.command-and-control; attack.defense-evasion; attack.t1105; attack.t1218,attack.t1105; attack.t1218
command-and-control,proc_creation_win_cmd_http_appdata,Command Line Execution with Suspicious URL and AppData Strings,1ac8666b-046f-4201-8aba-1951aaec03a3,test,medium,rules/proc_creation_win_cmd_http_appdata.yml,attack.command-and-control; attack.execution; attack.t1059.001; attack.t1059.003; attack.t1105,attack.t1059.001; attack.t1059.003; attack.t1105
command-and-control,proc_creation_win_cmd_type_arbitrary_file_download,Potential Download/Upload Activity Using Type Command,aa0b3a82-eacc-4ec3-9150-b5a9a3e3f82f,test,medium,rules/proc_creation_win_cmd_type_arbitrary_file_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_curl_susp_download,Suspicious Curl.EXE Download,e218595b-bbe7-4ee5-8a96-f32a24ad3468,test,high,rules/proc_creation_win_curl_susp_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_desktopimgdownldr_remote_file_download,Remote File Download Via Desktopimgdownldr Utility,214641c2-c579-4ecb-8427-0cf19df6842e,test,medium,rules/proc_creation_win_desktopimgdownldr_remote_file_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_desktopimgdownldr_susp_execution,Suspicious Desktopimgdownldr Command,bb58aa4a-b80b-415a-a2c0-2f65a4c81009,test,high,rules/proc_creation_win_desktopimgdownldr_susp_execution.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_findstr_download,Remote File Download Via Findstr.EXE,587254ee-a24b-4335-b3cd-065c0f1f4baa,test,medium,rules/proc_creation_win_findstr_download.yml,attack.command-and-control; attack.credential-access; attack.defense-evasion; attack.t1105; attack.t1218; attack.t1552.001; attack.t1564.004,attack.t1105; attack.t1218; attack.t1552.001; attack.t1564.004
command-and-control,proc_creation_win_findstr_subfolder_search,Insensitive Subfolder Search Via Findstr.EXE,04936b66-3915-43ad-a8e5-809eadfd1141,test,low,rules/proc_creation_win_findstr_subfolder_search.yml,attack.command-and-control; attack.credential-access; attack.defense-evasion; attack.t1105; attack.t1218; attack.t1552.001; attack.t1564.004,attack.t1105; attack.t1218; attack.t1552.001; attack.t1564.004
command-and-control,proc_creation_win_gfxdownloadwrapper_arbitrary_file_download,Arbitrary File Download Via GfxDownloadWrapper.EXE,eee00933-a761-4cd0-be70-c42fe91731e7,test,medium,rules/proc_creation_win_gfxdownloadwrapper_arbitrary_file_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_gup_download,File Download Using Notepad++ GUP Utility,44143844-0631-49ab-97a0-96387d6b2d7c,test,high,rules/proc_creation_win_gup_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_hktl_htran_or_natbypass,HackTool - Htran/NATBypass Execution,f5e3b62f-e577-4e59-931e-0a15b2b94e1e,test,high,rules/proc_creation_win_hktl_htran_or_natbypass.yml,attack.command-and-control; attack.s0040; attack.t1090,attack.t1090
command-and-control,proc_creation_win_ieexec_download,File Download And Execution Via IEExec.EXE,9801abb8-e297-4dbf-9fbd-57dde0e830ad,test,high,rules/proc_creation_win_ieexec_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_java_manageengine_susp_child_process,Suspicious Child Process Of Manage Engine ServiceDesk,cea2b7ea-792b-405f-95a1-b903ea06458f,test,high,rules/proc_creation_win_java_manageengine_susp_child_process.yml,attack.command-and-control; attack.t1102,attack.t1102
command-and-control,proc_creation_win_ldifde_file_load,Import LDAP Data Interchange Format File Via Ldifde.EXE,6f535e01-ca1f-40be-ab8d-45b19c0c8b7f,test,medium,rules/proc_creation_win_ldifde_file_load.yml,attack.command-and-control; attack.defense-evasion; attack.t1105; attack.t1218,attack.t1105; attack.t1218
command-and-control,proc_creation_win_lolbin_diantz_remote_cab,Suspicious Diantz Download and Compress Into a CAB File,185d7418-f250-42d0-b72e-0c8b70661e93,test,medium,rules/proc_creation_win_lolbin_diantz_remote_cab.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_lolbin_extrac32,Suspicious Extrac32 Execution,aa8e035d-7be4-48d3-a944-102aec04400d,test,medium,rules/proc_creation_win_lolbin_extrac32.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_lolbin_printbrm,PrintBrm ZIP Creation of Extraction,cafeeba3-01da-4ab4-b6c4-a31b1d9730c7,test,high,rules/proc_creation_win_lolbin_printbrm.yml,attack.command-and-control; attack.defense-evasion; attack.t1105; attack.t1564.004,attack.t1105; attack.t1564.004
command-and-control,proc_creation_win_lolbin_replace,Replace.exe Usage,9292293b-8496-4715-9db6-37028dcda4b3,test,medium,rules/proc_creation_win_lolbin_replace.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_lolbin_susp_certreq_download,Suspicious Certreq Command to Download,4480827a-9799-4232-b2c4-ccc6c4e9e12b,test,high,rules/proc_creation_win_lolbin_susp_certreq_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_mpcmdrun_download_arbitrary_file,File Download Via Windows Defender MpCmpRun.EXE,46123129-1024-423e-9fae-43af4a0fa9a5,test,high,rules/proc_creation_win_mpcmdrun_download_arbitrary_file.yml,attack.command-and-control; attack.defense-evasion; attack.t1105; attack.t1218,attack.t1105; attack.t1218
command-and-control,proc_creation_win_msiexec_web_install,MsiExec Web Install,f7b5f842-a6af-4da5-9e95-e32478f3cd2f,test,medium,rules/proc_creation_win_msiexec_web_install.yml,attack.command-and-control; attack.defense-evasion; attack.t1105; attack.t1218.007,attack.t1105; attack.t1218.007
command-and-control,proc_creation_win_mstsc_run_local_rdp_file,Mstsc.EXE Execution With Local RDP File,5fdce3ac-e7f9-4ecd-a3aa-a4d78ebbf0af,test,low,rules/proc_creation_win_mstsc_run_local_rdp_file.yml,attack.command-and-control; attack.t1219.002,attack.t1219.002
command-and-control,proc_creation_win_mstsc_run_local_rdp_file_susp_location,Suspicious Mstsc.EXE Execution With Local RDP File,6e22722b-dfb1-4508-a911-49ac840b40f8,test,high,rules/proc_creation_win_mstsc_run_local_rdp_file_susp_location.yml,attack.command-and-control; attack.t1219.002,attack.t1219.002
command-and-control,proc_creation_win_netsh_port_forwarding,New Port Forwarding Rule Added Via Netsh.EXE,322ed9ec-fcab-4f67-9a34-e7c6aef43614,test,medium,rules/proc_creation_win_netsh_port_forwarding.yml,attack.command-and-control; attack.defense-evasion; attack.lateral-movement; attack.t1090,attack.t1090
command-and-control,proc_creation_win_netsh_port_forwarding_3389,RDP Port Forwarding Rule Added Via Netsh.EXE,782d6f3e-4c5d-4b8c-92a3-1d05fed72e63,test,high,rules/proc_creation_win_netsh_port_forwarding_3389.yml,attack.command-and-control; attack.defense-evasion; attack.lateral-movement; attack.t1090,attack.t1090
command-and-control,proc_creation_win_plink_port_forwarding,Suspicious Plink Port Forwarding,48a61b29-389f-4032-b317-b30de6b95314,test,high,rules/proc_creation_win_plink_port_forwarding.yml,attack.command-and-control; attack.lateral-movement; attack.t1021.001; attack.t1572,attack.t1021.001; attack.t1572
command-and-control,proc_creation_win_plink_susp_tunneling,Potential RDP Tunneling Via Plink,f38ce0b9-5e97-4b47-a211-7dc8d8b871da,test,high,rules/proc_creation_win_plink_susp_tunneling.yml,attack.command-and-control; attack.t1572,attack.t1572
command-and-control,proc_creation_win_powershell_comobject_msi_remote,PowerShell MSI Install via WindowsInstaller COM From Remote Location,222720a7-047f-4054-baa5-bab9be757db0,experimental,medium,rules/proc_creation_win_powershell_comobject_msi_remote.yml,attack.command-and-control; attack.defense-evasion; attack.execution; attack.t1059.001; attack.t1105; attack.t1218,attack.t1059.001; attack.t1105; attack.t1218
command-and-control,proc_creation_win_powershell_decode_gzip,Gzip Archive Decode Via PowerShell,98767d61-b2e8-4d71-b661-e36783ee24c1,test,medium,rules/proc_creation_win_powershell_decode_gzip.yml,attack.command-and-control; attack.t1132.001,attack.t1132.001
command-and-control,proc_creation_win_powershell_download_com_cradles,Potential COM Objects Download Cradles Usage - Process Creation,02b64f1b-3f33-4e67-aede-ef3b0a5a8fcf,test,medium,rules/proc_creation_win_powershell_download_com_cradles.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_powershell_download_dll,Potential DLL File Download Via PowerShell Invoke-WebRequest,0f0450f3-8b47-441e-a31b-15a91dc243e2,test,medium,rules/proc_creation_win_powershell_download_dll.yml,attack.command-and-control; attack.execution; attack.t1059.001; attack.t1105,attack.t1059.001; attack.t1105
command-and-control,proc_creation_win_powershell_frombase64string_archive,Suspicious FromBase64String Usage On Gzip Archive - Process Creation,d75d6b6b-adb9-48f7-824b-ac2e786efe1f,test,medium,rules/proc_creation_win_powershell_frombase64string_archive.yml,attack.command-and-control; attack.t1132.001,attack.t1132.001
command-and-control,proc_creation_win_powershell_invoke_webrequest_direct_ip,Suspicious Invoke-WebRequest Execution With DirectIP,1edff897-9146-48d2-9066-52e8d8f80a2f,test,medium,rules/proc_creation_win_powershell_invoke_webrequest_direct_ip.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_powershell_invoke_webrequest_download,Suspicious Invoke-WebRequest Execution,5e3cc4d8-3e68-43db-8656-eaaeefdec9cc,test,high,rules/proc_creation_win_powershell_invoke_webrequest_download.yml,attack.command-and-control; attack.t1105,attack.t1105
command-and-control,proc_creation_win_powershell_susp_ps_downloadfile,PowerShell DownloadFile,8f70ac5f-1f6f-4f8e-b454-db19561216c5,test,high,rules/proc_creation_win_powershell_susp_ps_downloadfile.yml,attack.command-and-control; attack.execution; attack.t1059.001; attack.t1104; attack.t1105,attack.t1059.001; attack.t1104; attack.t1105
command-and-control,proc_creation_win_pua_3proxy_execution,PUA - 3Proxy Execution,f38a82d2-fba3-4781-b549-525efbec8506,test,high,rules/proc_creation_win_pua_3proxy_execution.yml,attack.command-and-control; attack.t1572,attack.t1572
command-and-control,proc_creation_win_pua_chisel,PUA - Chisel Tunneling Tool Execution,8b0e12da-d3c3-49db-bb4f-256703f380e5,test,high,rules/proc_creation_win_pua_chisel.yml,attack.command-and-control; attack.t1090.001,attack.t1090.001
command-and-control,proc_creation_win_pua_frp,PUA - Fast Reverse Proxy (FRP) Execution,32410e29-5f94-4568-b6a3-d91a8adad863,test,high,rules/proc_creation_win_pua_frp.yml,attack.command-and-control; attack.t1090,attack.t1090
command-and-control,proc_creation_win_pua_iox,PUA- IOX Tunneling Tool Execution,d7654f02-e04b-4934-9838-65c46f187ebc,test,high,rules/proc_creation_win_pua_iox.yml,attack.command-and-control; attack.t1090,attack.t1090
command-and-control,proc_creation_win_pua_netcat,PUA - Netcat Suspicious Execution,e31033fc-33f0-4020-9a16-faf9b31cbf08,test,high,rules/proc_creation_win_pua_netcat.yml,attack.command-and-control; attack.t1095,attack.t1095
command-and-control,proc_creation_win_pua_ngrok,PUA - Ngrok Execution,ee37eb7c-a4e7-4cd5-8fa4-efa27f1c3f31,test,high,rules/proc_creation_win_pua_ngrok.yml,attack.command-and-control; attack.t1572,attack.t1572
command-and-control,proc_creation_win_pua_nps,PUA - NPS Tunneling Tool Execution,68d37776-61db-42f5-bf54-27e87072d17e,test,high,rules/proc_creation_win_pua_nps.yml,attack.command-and-control; attack.t1090,attack.t1090
command-and-control,proc_creation_win_qemu_suspicious_execution,Potentially Suspicious Usage Of Qemu,5fc297ae-25b6-488a-8f25-cc12ac29b744,test,medium,rules/proc_creation_win_qemu_suspicious_execution.yml,attack.command-and-control; attack.t1090; attack.t1572,attack.t1090; attack.t1572
command-and-control,proc_creation_win_remote_access_tools_anydesk_piped_password_via_cli,Remote Access Tool - AnyDesk Piped Password Via CLI,b1377339-fda6-477a-b455-ac0923f9ec2c,test,medium,rules/proc_creation_win_remote_access_tools_anydesk_piped_password_via_cli.yml,attack.command-and-control; attack.t1219.002,attack.t1219.002
command-and-control,proc_creation_win_remote_access_tools_anydesk_silent_install,Remote Access Tool - AnyDesk Silent Installation,114e7f1c-f137-48c8-8f54-3088c24ce4b9,test,high,rules/proc_creation_win_remote_access_tools_anydesk_silent_install.yml,attack.command-and-control; attack.t1219.002,attack.t1219.002
command-and-control,proc_creation_win_remote_access_tools_meshagent_arguments,Remote Access Tool - Potential MeshAgent Execution - Windows,2fbbe9ff-0afc-470b-bdc0-592198339968,experimental,medium,rules/proc_creation_win_remote_access_tools_meshagent_arguments.yml,attack.command-and-control; attack.t1219.002,attack.t1219.002
command-and-control,proc_creation_win_remote_access_tools_renamed_meshagent_execution,Remote Access Tool - Renamed MeshAgent Execution - Windows,b471f462-eb0d-4832-be35-28d94bdb4780,experimental,high,rules/proc_creation_win_remote_access_tools_renamed_meshagent_execution.yml,attack.command-and-control; attack.defense-evasion; attack.t1036.003; attack.t1219.002,attack.t1036.003; attack.t1219.002
command-and-control,proc_creation_win_remote_access_tools_tacticalrmm_agent_registration_via_cli,Remote Access Tool - TacticalRMM Agent Registration to Potentially Attacker-Controlled Server,2db93a3f-3249-4f73-9e68-0e77a0f8ae7e,experimental,medium,rules/proc_creation_win_remote_access_tools_tacticalrmm_agent_registration_via_cli.yml,attack.command-and-control; attack.t1105; attack.t1219,attack.t1105; attack.t1219
command-and-control,proc_creation_win_renamed_cloudflared,Renamed Cloudflared.EXE Execution,e0c69ebd-b54f-4aed-8ae3-e3467843f3f0,test,high,rules/proc_creation_win_renamed_cloudflared.yml,attack.command-and-control; attack.t1090.001,attack.t1090.001
command-and-control,proc_creation_win_rundll32_udl_exec,Potentially Suspicious Rundll32.EXE Execution of UDL File,0ea52357-cd59-4340-9981-c46c7e900428,test,medium,rules/proc_creation_win_rundll32_udl_exec.yml,attack.command-and-control; attack.defense-evasion; attack.execution; attack.t1071; attack.t1218.011,attack.t1071; attack.t1218.011
command-and-control,proc_creation_win_schtasks_openssh_tunnelling,Potential SSH Tunnel Persistence Install Using A Scheduled Task,2daa93a0-a5fb-41c5-8cd8-3c11294bfd1f,experimental,high,rules/proc_creation_win_schtasks_openssh_tunnelling.yml,attack.command-and-control; attack.execution; attack.persistence; attack.t1053.005,attack.t1053.005
command-and-control,proc_creation_win_ssh_port_forward,Port Forwarding Activity Via SSH.EXE,327f48c1-a6db-4eb8-875a-f6981f1b0183,test,medium,rules/proc_creation_win_ssh_port_forward.yml,attack.command-and-control; attack.lateral-movement; attack.t1021.001; attack.t1021.004; attack.t1572,attack.t1021.001; attack.t1021.004; attack.t1572
command-and-control,proc_creation_win_ssh_rdp_tunneling,Potential RDP Tunneling Via SSH,f7d7ebd5-a016-46e2-9c54-f9932f2d386d,test,high,rules/proc_creation_win_ssh_rdp_tunneling.yml,attack.command-and-control; attack.t1572,attack.t1572
command-and-control,proc_creation_win_ssm_agent_abuse,Potential Amazon SSM Agent Hijacking,d20ee2f4-822c-4827-9e15-41500b1fff10,test,medium,rules/proc_creation_win_ssm_agent_abuse.yml,attack.command-and-control; attack.persistence; attack.t1219.002,attack.t1219.002
command-and-control,proc_creation_win_susp_download_office_domain,Suspicious Download from Office Domain,00d49ed5-4491-4271-a8db-650a4ef6f8c1,test,high,rules/proc_creation_win_susp_download_office_domain.yml,attack.command-and-control; attack.resource-development; attack.t1105; attack.t1608,attack.t1105; attack.t1608
command-and-control,proc_creation_win_vscode_tunnel_execution,Visual Studio Code Tunnel Execution,90d6bd71-dffb-4989-8d86-a827fedd6624,test,medium,rules/proc_creation_win_vscode_tunnel_execution.yml,attack.command-and-control; attack.t1071.001; attack.t1219,attack.t1071.001; attack.t1219
command-and-control,proc_creation_win_vscode_tunnel_remote_shell_,Visual Studio Code Tunnel Shell Execution,f4a623c2-4ef5-4c33-b811-0642f702c9f1,test,medium,rules/proc_creation_win_vscode_tunnel_remote_shell_.yml,attack.command-and-control; attack.t1071.001,attack.t1071.001
command-and-control,proc_creation_win_vscode_tunnel_renamed_execution,Renamed Visual Studio Code Tunnel Execution,2cf29f11-e356-4f61-98c0-1bdb9393d6da,test,high,rules/proc_creation_win_vscode_tunnel_renamed_execution.yml,attack.command-and-control; attack.t1071.001; attack.t1219,attack.t1071.001; attack.t1219
command-and-control,proc_creation_win_vscode_tunnel_service_install,Visual Studio Code Tunnel Service Installation,30bf1789-379d-4fdc-900f-55cd0a90a801,test,medium,rules/proc_creation_win_vscode_tunnel_service_install.yml,attack.command-and-control; attack.t1071.001,attack.t1071.001
credential-access,proc_creation_win_adplus_memory_dump,Potential Adplus.EXE Abuse,2f869d59-7f6a-4931-992c-cce556ff2d53,test,high,rules/proc_creation_win_adplus_memory_dump.yml,attack.credential-access; attack.defense-evasion; attack.execution; attack.t1003.001,attack.t1003.001
credential-access,proc_creation_win_browsers_chromium_headless_debugging,Potential Data Stealing Via Chromium Headless Debugging,3e8207c5-fcd2-4ea6-9418-15d45b4890e4,test,high,rules/proc_creation_win_browsers_chromium_headless_debugging.yml,attack.collection; attack.credential-access; attack.t1185; attack.t1564.003,attack.t1185; attack.t1564.003
credential-access,proc_creation_win_browsers_remote_debugging,Browser Started with Remote Debugging,b3d34dc5-2efd-4ae3-845f-8ec14921f449,test,medium,rules/proc_creation_win_browsers_remote_debugging.yml,attack.collection; attack.credential-access; attack.t1185,attack.t1185
credential-access,proc_creation_win_citrix_trolleyexpress_procdump,Process Access via TrolleyExpress Exclusion,4c0aaedc-154c-4427-ada0-d80ef9c9deb6,test,high,rules/proc_creation_win_citrix_trolleyexpress_procdump.yml,attack.credential-access; attack.defense-evasion; attack.t1003.001; attack.t1218.011,attack.t1003.001; attack.t1218.011
credential-access,proc_creation_win_cmd_copy_dmp_from_share,Copy .DMP/.DUMP Files From Remote Share Via Cmd.EXE,044ba588-dff4-4918-9808-3f95e8160606,test,high,rules/proc_creation_win_cmd_copy_dmp_from_share.yml,attack.credential-access,
credential-access,proc_creation_win_cmd_mklink_shadow_copies_access_symlink,VolumeShadowCopy Symlink Creation Via Mklink,40b19fa6-d835-400c-b301-41f3a2baacaf,stable,high,rules/proc_creation_win_cmd_mklink_shadow_copies_access_symlink.yml,attack.credential-access; attack.t1003.002; attack.t1003.003,attack.t1003.002; attack.t1003.003
credential-access,proc_creation_win_cmdkey_adding_generic_creds,New Generic Credentials Added Via Cmdkey.EXE,b1ec66c6-f4d1-4b5c-96dd-af28ccae7727,test,medium,rules/proc_creation_win_cmdkey_adding_generic_creds.yml,attack.credential-access; attack.t1003.005,attack.t1003.005
