scope,tactic,source_rows,commandline_total,commandline_executable_success,commandline_bypass_target_rule,commandline_bypass_all_rule,rule_total,rule_with_commandline,rule_with_executable_success,rule_with_bypass_target_rule,rule_with_bypass_all_rule
overall,ALL,16576,6869,3637,2968,1455,789,714,559,525,394
